Latitude,Longitude,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6
41.10601,29.02777,76.0,68.0,48.0,59.0,,,,-68.13,-83.23,-97.82,-99.72,,,,-10.75,-25.85,-39.71,,,,,14.78,-15.1,-29.09,-30.99,,,
41.10601,29.02777,76.0,68.0,48.0,59.0,,,,-70.51,-85.88,-95.87,-99.16,,,,-10.75,-26.41,-36.82,-38.21,,,,14.78,-15.68,-26.19,-27.58,,,
41.10599,29.02777,76.0,68.0,48.0,59.0,,,,-70.86,-87.83,-95.55,-97.01,,,,-10.71,-28.37,-36.61,-37.54,,,,16.17,-17.67,-25.99,-26.92,,,
41.10599,29.02777,76.0,68.0,59.0,48.0,,,,-70.01,-87.9,-95.75,-97.94,,,,-10.7,-27.54,-33.27,-37.54,,,,16.72,-16.82,-22.62,-26.91,,,
41.10596,29.02778,76.0,68.0,48.0,59.0,,,,-69.93,-86.38,-97.24,-102.27,,,,-10.72,-27.17,-38.03,,,,,15.81,-16.45,-27.41,-31.39,,,
41.10596,29.02778,76.0,68.0,48.0,,,,,-72.68,-85.32,-98.63,,,,,-10.84,-23.51,-35.24,,,,,12.65,-12.66,-24.6,,,,
41.10593,29.02779,76.0,68.0,48.0,59.0,,,,-72.9,-89.78,-102.95,-107.13,,,,-10.72,-27.61,,,,,,15.84,-16.89,-30.85,-35.04,,,
41.10593,29.02779,76.0,68.0,48.0,59.0,,,,-72.59,-91.92,-100.68,-101.85,,,,-10.68,-30.01,-38.77,-39.94,,,,17.94,-19.35,-28.14,-29.32,,,
41.10593,29.02779,76.0,68.0,48.0,59.0,,,,-71.15,-87.49,-96.02,-97.66,,,,-10.75,-27.23,-36.29,-38.31,,,,14.77,-16.52,-25.66,-27.68,,,
41.10593,29.02779,76.0,68.0,59.0,48.0,,,,-68.39,-87.48,-94.56,-96.02,,,,-10.69,-30.2,-37.28,-38.02,,,,17.53,-19.53,-26.65,-27.39,,,
41.1059,29.02779,76.0,68.0,59.0,48.0,,,,-68.39,-86.08,-99.31,-99.95,,,,-10.69,-28.39,,,,,,17.09,-17.69,-30.99,-31.55,,,
41.1059,29.02779,76.0,68.0,48.0,59.0,,,,-67.19,-84.4,-94.38,-98.12,,,,-10.68,-29.2,-37.35,-39.54,,,,17.89,-18.53,-26.71,-28.92,,,
41.1059,29.02779,76.0,68.0,48.0,59.0,,,,-65.81,-82.06,-94.99,-98.98,,,,-10.71,-27.33,-39.86,,,,,16.1,-16.62,-29.25,-33.25,,,
41.10587,29.0278,76.0,68.0,59.0,48.0,,,,-66.8,-83.38,-94.27,-99.27,,,,-10.7,-25.98,-36.86,,,,,16.63,-15.23,-26.24,-32.13,,,
41.10587,29.0278,76.0,68.0,59.0,,,,,-70.29,-85.34,-102.05,,,,,-10.8,-25.86,,,,,,13.43,-15.11,-31.96,,,,
41.10587,29.0278,76.0,68.0,59.0,48.0,,,,-65.03,-82.49,-97.13,-97.42,,,,-10.68,-28.11,,,,,,17.89,-17.41,-30.85,-29.8,,,
41.10584,29.02781,76.0,68.0,48.0,59.0,,,,-66.91,-84.34,-99.3,-99.58,,,,-10.69,-28.13,,,,,,17.01,-17.43,-30.58,-32.89,,,
41.10584,29.02781,76.0,68.0,48.0,59.0,,,,-65.34,-84.55,-98.57,-98.77,,,,-10.66,-30.18,,,,,,18.8,-19.52,-30.33,-30.86,,,
41.10584,29.02781,76.0,68.0,59.0,48.0,,,,-68.95,-81.92,-100.16,-102.57,,,,-10.8,-23.65,,,,,,13.4,-12.81,-32.35,-33.47,,,
41.1058,29.02781,76.0,68.0,59.0,48.0,,,,-71.15,-82.33,-98.57,-98.74,,,,-10.95,-22.13,-38.65,-38.59,,,,10.83,-11.2,-28.03,-27.97,,,
41.1058,29.02781,76.0,68.0,48.0,59.0,,,,-69.9,-81.11,-98.4,-100.5,,,,-10.94,-22.15,-39.45,,,,,10.95,-11.22,-28.83,-31.1,,,
41.1058,29.02781,76.0,68.0,,,,,,-73.91,-81.58,,,,,,-11.33,-19.01,,,,,,7.43,-7.71,,,,,
41.10577,29.02781,38.0,,,,,,,-111.61,,,,,,,-15.05,,,,,,,-2.37,,,,,,
41.10577,29.02781,76.0,68.0,48.0,59.0,,,,-65.77,-80.72,-102.01,-106.99,,,,-10.75,-25.7,,,,,,14.8,-14.95,-32.57,-33.06,,,
41.10577,29.02781,76.0,68.0,48.0,,,,,-63.61,-80.2,-99.44,,,,,-10.71,-27.3,,,,,,16.44,-16.59,-35.71,,,,
41.10574,29.02781,76.0,68.0,,,,,,-61.53,-76.14,,,,,,-10.76,-25.37,,,,,,14.52,-14.61,,,,,
41.10574,29.02781,76.0,68.0,48.0,59.0,,,,-70.06,-83.31,-101.91,-104.74,,,,-10.8,-24.36,,,,,,13.37,-13.56,-32.26,-32.32,,,
41.10574,29.02781,76.0,68.0,,,,,,-61.35,-73.62,,,,,,-10.86,-23.14,,,,,,12.29,-12.27,,,,,
41.10571,29.02781,76.0,68.0,,,,,,-61.56,-73.14,,,,,,-10.9,-22.49,,,,,,11.57,-11.58,,,,,
41.10571,29.02781,76.0,68.0,59.0,,,,,-63.14,-72.58,-99.1,,,,,-11.08,-20.53,,,,,,9.36,-9.44,-37.4,,,,
41.10571,29.02781,38.0,,,,,,,-99.2,,,,,,,-11.3,,,,,,,7.71,,,,,,
41.10571,29.02781,38.0,,,,,,,-107.22,,,,,,,-13.55,,,,,,,0.28,,,,,,
41.10571,29.02781,76.0,68.0,,,,,,-65.28,-73.51,,,,,,-11.23,-19.47,,,,,,8.16,-8.25,,,,,
41.10571,29.02781,38.0,,,,,,,-110.24,,,,,,,-14.99,,,,,,,-2.25,,,,,,
41.10567,29.02781,76.0,68.0,,,,,,-71.81,-76.63,,,,,,-11.89,-16.71,,,,,,4.63,-4.87,,,,,
41.10567,29.02781,38.0,,,,,,,-108.91,,,,,,,-14.15,,,,,,,-0.81,,,,,,
41.10567,29.02781,38.0,,,,,,,-101.66,,,,,,,-11.84,,,,,,,5.08,,,,,,
41.10564,29.0278,38.0,,,,,,,-98.8,,,,,,,-11.1,,,,,,,9.44,,,,,,
41.10561,29.02778,76.0,68.0,48.0,,,,,-76.54,-77.2,-98.8,,,,,-13.46,-14.14,-36.59,,,,,0.31,-0.97,-25.96,,,,
41.10561,29.02778,38.0,,,,,,,-105.86,,,,,,,-12.52,,,,,,,2.7,,,,,,
41.10561,29.02778,68.0,76.0,,,,,,-75.17,-77.67,,,,,,-12.57,-15.08,,,,,,2.42,-2.54,,,,,
41.10561,29.02778,76.0,68.0,48.0,,,,,-75.09,-76.5,-100.6,,,,,-13.06,-14.47,-37.13,,,,,1.2,-1.56,-26.5,,,,
41.10561,29.02778,38.0,,,,,,,-112.52,,,,,,,-16.18,,,,,,,-3.96,,,,,,
41.10558,29.02777,76.0,68.0,,,,,,-74.17,-75.04,,,,,,-13.25,-14.12,,,,,,0.76,-0.94,,,,,
41.10558,29.02777,76.0,68.0,,,,,,-73.12,-74.14,,,,,,-13.24,-14.26,,,,,,0.79,-1.18,,,,,
41.10558,29.02777,68.0,76.0,,,,,,-73.13,-77.14,,,,,,-12.09,-16.11,,,,,,3.9,-4.05,,,,,
41.10558,29.02777,38.0,,,,,,,-103.02,,,,,,,-12.15,,,,,,,3.83,,,,,,
41.10558,29.02777,38.0,,,,,,,-103.28,,,,,,,-11.86,,,,,,,4.91,,,,,,
41.10555,29.02775,68.0,76.0,,,,,,-71.81,-81.14,,,,,,-11.12,-20.46,,,,,,9.02,-9.36,,,,,
41.10555,29.02775,38.0,,,,,,,-104.54,,,,,,,-12.64,,,,,,,2.39,,,,,,
41.10555,29.02775,38.0,,,,,,,-100.67,,,,,,,-11.03,,,,,,,10.0,,,,,,
41.10552,29.02773,68.0,76.0,,,,,,-70.97,-80.12,,,,,,-11.13,-20.27,,,,,,8.97,-9.16,,,,,
41.10552,29.02773,68.0,76.0,48.0,,,,,-67.42,-81.68,-100.83,,,,,-10.8,-25.07,,,,,,13.4,-14.3,-34.47,,,,
41.10549,29.02771,38.0,,,,,,,-105.06,,,,,,,-11.59,,,,,,,6.16,,,,,,
41.10549,29.02771,68.0,76.0,,,,,,-66.38,-84.6,,,,,,-10.68,-28.91,,,,,,17.82,-18.23,,,,,
41.10549,29.02771,38.0,,,,,,,-107.2,,,,,,,-12.34,,,,,,,3.28,,,,,,
41.10546,29.02769,68.0,76.0,,,,,,-64.92,-86.33,,,,,,-10.64,-32.06,,,,,,20.76,-21.41,,,,,
41.10546,29.02769,68.0,76.0,,,,,,-62.83,-85.82,,,,,,-10.64,-33.61,,,,,,22.52,-22.98,,,,,
41.10546,29.02769,68.0,76.0,,,,,,-61.94,-86.75,,,,,,-10.62,-35.44,,,,,,23.85,-24.8,,,,,
41.10546,29.02769,38.0,,,,,,,-101.89,,,,,,,-11.12,,,,,,,9.21,,,,,,
41.10546,29.02769,68.0,76.0,,,,,,-61.11,-85.48,,,,,,-10.62,-35.09,,,,,,24.17,-24.45,,,,,
41.10546,29.02769,38.0,,,,,,,-103.88,,,,,,,-11.34,,,,,,,7.57,,,,,,
41.10544,29.02766,38.0,,,,,,,-103.73,,,,,,,-11.47,,,,,,,6.73,,,,,,
41.10544,29.02766,68.0,76.0,,,,,,-59.67,-83.25,,,,,,-10.63,-34.21,,,,,,23.21,-23.57,,,,,
41.10542,29.02764,68.0,76.0,,,,,,-58.19,-84.4,,,,,,-10.62,-36.83,,,,,,25.86,-26.2,,,,,
41.10542,29.02764,38.0,,,,,,,-103.2,,,,,,,-21.08,,,,,,,-9.86,,,,,,
41.10542,29.02764,38.0,,,,,,,-105.73,,,,,,,-12.95,,,,,,,1.63,,,,,,
41.1054,29.02761,68.0,76.0,,,,,,-59.11,-83.42,,,,,,-10.62,-34.94,,,,,,24.0,-24.31,,,,,
41.1054,29.02761,38.0,,,,,,,-101.48,,,,,,,-15.13,,,,,,,-2.5,,,,,,
41.1054,29.02761,68.0,76.0,,,,,,-58.27,-83.91,,,,,,-10.62,-36.27,,,,,,25.11,-25.64,,,,,
41.1054,29.02761,38.0,,,,,,,-102.06,,,,,,,-11.68,,,,,,,5.64,,,,,,
41.10538,29.02758,68.0,76.0,,,,,,-58.64,-87.59,,,,,,-10.62,-39.5,,,,,,28.13,-28.88,,,,,
41.10538,29.02758,38.0,,,,,,,-107.59,,,,,,,-16.03,,,,,,,-3.75,,,,,,
41.10536,29.02755,68.0,76.0,,,,,,-59.54,-83.95,,,,,,-10.63,-35.04,,,,,,23.9,-24.41,,,,,
41.10536,29.02755,68.0,76.0,,,,,,-59.03,-85.01,,,,,,-10.62,-36.51,,,,,,25.71,-25.88,,,,,
41.10536,29.02755,38.0,,,,,,,-110.98,,,,,,,-20.84,,,,,,,-9.66,,,,,,
41.10536,29.02755,38.0,,,,,,,-108.81,,,,,,,-14.2,,,,,,,-0.86,,,,,,
41.10536,29.02755,38.0,,,,,,,-108.64,,,,,,,-14.93,,,,,,,-2.15,,,,,,
41.10536,29.02755,38.0,,,,,,,-112.93,,,,,,,-19.28,,,,,,,-7.83,,,,,,
41.10534,29.02753,68.0,76.0,,,,,,-58.87,-85.07,,,,,,-10.62,-36.34,,,,,,26.0,-25.71,,,,,
41.10534,29.02753,68.0,76.0,,,,,,-60.08,-84.79,,,,,,-10.62,-35.34,,,,,,24.49,-24.71,,,,,
41.10534,29.02753,38.0,,,,,,,-109.2,,,,,,,-17.67,,,,,,,-5.97,,,,,,
41.10533,29.0275,68.0,76.0,,,,,,-62.21,-85.88,,,,,,-10.63,-34.29,,,,,,23.25,-23.66,,,,,
41.10533,29.0275,38.0,,,,,,,-110.93,,,,,,,-19.6,,,,,,,-8.26,,,,,,
41.10532,29.02746,68.0,76.0,,,,,,-62.59,-85.44,,,,,,-10.63,-33.11,,,,,,22.52,-22.48,,,,,
41.10532,29.02746,38.0,,,,,,,-111.48,,,,,,,-15.37,,,,,,,-2.86,,,,,,
41.10532,29.02746,68.0,76.0,,,,,,-63.71,-84.81,,,,,,-10.64,-31.75,,,,,,20.74,-21.1,,,,,
41.10532,29.02746,38.0,,,,,,,-110.04,,,,,,,-14.66,,,,,,,-1.71,,,,,,
41.10531,29.02743,68.0,76.0,,,,,,-67.37,-86.06,,,,,,-10.67,-29.37,,,,,,18.27,-18.69,,,,,
41.10531,29.02743,68.0,76.0,,,,,,-67.59,-88.23,,,,,,-10.66,-31.3,,,,,,19.67,-20.65,,,,,
41.1053,29.0274,68.0,76.0,,,,,,-70.09,-85.95,,,,,,-10.73,-26.58,,,,,,15.34,-15.86,,,,,
41.1053,29.0274,38.0,,,,,,,-110.9,,,,,,,-17.73,,,,,,,-6.09,,,,,,
41.1053,29.0274,38.0,,,,,,,-112.41,,,,,,,-17.55,,,,,,,-5.78,,,,,,
41.1053,29.0274,38.0,,,,,,,-110.48,,,,,,,-22.66,,,,,,,-11.65,,,,,,
41.1053,29.02736,68.0,76.0,,,,,,-71.8,-85.37,,,,,,-10.82,-23.87,,,,,,12.92,-13.04,,,,,
41.1053,29.02736,38.0,,,,,,,-112.76,,,,,,,-15.73,,,,,,,-3.43,,,,,,
41.1053,29.02736,68.0,76.0,,,,,,-77.11,-84.93,,,,,,-11.32,-19.14,,,,,,7.48,-7.87,,,,,
41.10529,29.02732,38.0,,,,,,,-109.86,,,,,,,-14.9,,,,,,,-2.17,,,,,,
41.10529,29.02732,68.0,76.0,,,,,,-75.63,-86.9,,,,,,-10.93,-21.2,,,,,,11.16,-10.19,,,,,
41.10529,29.02732,38.0,,,,,,,-115.38,,,,,,,-19.64,,,,,,,-8.33,,,,,,
41.10529,29.02727,68.0,76.0,,,,,,-76.95,-87.12,,,,,,-11.02,-21.26,,,,,,10.02,-10.25,,,,,
41.10529,29.02727,38.0,,,,,,,-112.03,,,,,,,-15.75,,,,,,,-3.44,,,,,,
41.10529,29.02727,38.0,,,,,,,-114.08,,,,,,,-15.63,,,,,,,-3.18,,,,,,
41.10528,29.02723,68.0,76.0,,,,,,-70.76,-92.28,,,,,,-10.65,-32.17,,,,,,20.82,-21.52,,,,,
41.10528,29.02723,68.0,76.0,,,,,,-72.67,-97.09,,,,,,-10.64,-35.47,,,,,,21.79,-24.85,,,,,
41.10528,29.02723,38.0,,,,,,,-117.81,,,,,,,-20.2,,,,,,,-8.99,,,,,,
41.10528,29.02723,38.0,,,,,,,-109.79,,,,,,,-14.73,,,,,,,-1.73,,,,,,
41.10528,29.02718,68.0,76.0,,,,,,-74.45,-90.43,,,,,,-10.73,-27.14,,,,,,15.37,-16.42,,,,,
41.10528,29.02718,68.0,76.0,,,,,,-72.18,-96.63,,,,,,-10.63,-34.95,,,,,,22.52,-24.31,,,,,
41.10528,29.02718,38.0,,,,,,,-116.89,,,,,,,-19.07,,,,,,,-7.64,,,,,,
41.10527,29.02713,68.0,76.0,,,,,,-69.23,-97.97,,,,,,-10.62,-39.4,,,,,,26.26,-28.79,,,,,
41.10527,29.02713,38.0,,,,,,,-110.83,,,,,,,-14.53,,,,,,,-1.47,,,,,,
41.10527,29.02709,68.0,76.0,,,,,,-68.73,-97.61,,,,,,-10.62,-39.89,,,,,,26.91,-29.27,,,,,
41.10527,29.02709,68.0,76.0,,,,,,-71.17,-96.21,,,,,,-10.63,-35.67,,,,,,23.5,-25.04,,,,,
41.10527,29.02709,38.0,,,,,,,-112.86,,,,,,,-18.72,,,,,,,-7.19,,,,,,
41.10527,29.02709,68.0,76.0,,,,,,-68.2,-98.87,,,,,,-10.62,,,,,,,27.83,-30.21,,,,,
41.10526,29.02705,68.0,76.0,,,,,,-67.86,-97.47,,,,,,-10.62,,,,,,,27.68,-29.42,,,,,
41.10525,29.027,38.0,,,,,,,-78.8,,,,,,,-31.54,,,,,,,-20.7,,,,,,
41.10525,29.027,68.0,76.0,,,,,,-67.88,-95.85,,,,,,-10.62,-38.65,,,,,,26.67,-28.02,,,,,
41.10525,29.027,68.0,76.0,,,,,,-66.94,-98.14,,,,,,-10.61,,,,,,,30.03,-30.85,,,,,
41.10525,29.02696,68.0,76.0,,,,,,-66.41,-99.0,,,,,,-10.62,,,,,,,30.1,-32.15,,,,,
41.10524,29.02691,68.0,76.0,,,,,,-67.9,-100.93,,,,,,-10.62,,,,,,,30.07,-31.85,,,,,
41.10524,29.02691,68.0,76.0,,,,,,-65.94,-99.05,,,,,,-10.61,,,,,,,31.2,-31.89,,,,,
41.10524,29.02686,68.0,76.0,,,,,,-67.81,-103.83,,,,,,-10.61,,,,,,,30.05,-33.1,,,,,
41.10523,29.02681,68.0,76.0,,,,,,-66.79,-97.62,,,,,,-10.62,,,,,,,29.73,-30.05,,,,,
41.10523,29.02681,68.0,,,,,,,-66.41,,,,,,,-10.62,,,,,,,30.66,,,,,,
41.10522,29.02677,68.0,76.0,,,,,,-65.43,-97.3,,,,,,-10.61,,,,,,,30.87,-30.25,,,,,
41.10521,29.02672,68.0,76.0,,,,,,-66.23,-96.81,,,,,,-10.61,,,,,,,30.32,-30.73,,,,,
41.10521,29.02672,68.0,76.0,,,,,,-66.86,-97.0,,,,,,-10.61,,,,,,,28.09,-29.45,,,,,
41.10521,29.02668,68.0,76.0,,,,,,-66.09,-96.97,,,,,,-10.62,-39.04,,,,,,29.02,-28.43,,,,,
41.1052,29.02664,68.0,76.0,,,,,,-66.7,-96.84,,,,,,-10.62,,,,,,,28.13,-30.29,,,,,
41.1052,29.02664,68.0,76.0,,,,,,-68.81,-95.51,,,,,,-10.62,-37.32,,,,,,25.51,-26.69,,,,,
41.1052,29.02664,68.0,,,,,,,-67.03,,,,,,,-10.62,,,,,,,28.68,,,,,,
41.1052,29.02664,68.0,76.0,,,,,,-67.2,-94.82,,,,,,-10.62,-38.75,,,,,,26.53,-28.13,,,,,
41.10519,29.02659,68.0,76.0,,,,,,-65.04,-95.18,,,,,,-10.62,-39.93,,,,,,28.66,-29.31,,,,,
41.10519,29.02654,68.0,76.0,,,,,,-67.83,-95.63,,,,,,-10.62,-37.52,,,,,,26.33,-26.9,,,,,
41.10519,29.02654,68.0,76.0,,,,,,-68.73,-96.51,,,,,,-10.62,-37.78,,,,,,25.96,-27.16,,,,,
41.10518,29.02649,68.0,76.0,,,,,,-67.4,-96.39,,,,,,-10.62,-39.76,,,,,,27.39,-29.13,,,,,
41.10518,29.02644,68.0,76.0,,,,,,-68.01,-94.2,,,,,,-10.62,-36.97,,,,,,24.39,-26.35,,,,,
41.10518,29.02644,68.0,76.0,,,,,,-66.01,-99.47,,,,,,-10.62,,,,,,,28.2,-33.46,,,,,
41.10518,29.02644,68.0,76.0,,,,,,-67.06,-96.62,,,,,,-10.62,,,,,,,26.55,-30.03,,,,,
41.10517,29.02639,68.0,76.0,,,,,,-65.69,-95.27,,,,,,-10.62,-39.56,,,,,,27.71,-28.94,,,,,
41.10516,29.02634,68.0,76.0,,,,,,-66.66,-94.81,,,,,,-10.62,-37.47,,,,,,26.46,-26.84,,,,,
41.10515,29.0263,68.0,76.0,,,,,,-69.84,-95.56,,,,,,-10.62,-36.03,,,,,,23.94,-25.39,,,,,
41.10514,29.02625,68.0,76.0,,,,,,-70.23,-97.63,,,,,,-10.62,-38.14,,,,,,25.42,-27.52,,,,,
41.10514,29.02625,68.0,76.0,,,,,,-67.45,-96.94,,,,,,-10.62,,,,,,,27.08,-29.5,,,,,
41.10513,29.0262,68.0,76.0,,,,,,-69.61,-94.92,,,,,,-10.63,-35.94,,,,,,23.79,-25.31,,,,,
41.10512,29.02614,68.0,76.0,,,,,,-70.4,-94.09,,,,,,-10.63,-34.32,,,,,,22.57,-23.68,,,,,
41.10512,29.02614,68.0,76.0,,,,,,-73.93,-96.37,,,,,,-10.64,-33.09,,,,,,21.33,-22.44,,,,,
41.10512,29.02614,68.0,76.0,,,,,,-68.7,-96.17,,,,,,-10.62,-38.17,,,,,,25.88,-27.54,,,,,
41.10512,29.02608,68.0,76.0,,,,,,-67.11,-96.45,,,,,,-10.62,-39.9,,,,,,27.6,-29.28,,,,,
41.10511,29.02603,68.0,76.0,,,,,,-65.88,-97.41,,,,,,-10.62,,,,,,,28.49,-31.42,,,,,
41.10511,29.02603,68.0,76.0,,,,,,-68.73,-102.53,,,,,,-10.62,,,,,,,28.21,-33.79,,,,,
41.1051,29.02598,68.0,76.0,3.0,,,,,-69.48,-94.56,-102.69,,,,,-10.63,-35.71,,,,,,23.46,-25.08,-33.24,,,,
41.1051,29.02598,68.0,76.0,,,,,,-70.63,-96.45,,,,,,-10.63,-36.45,,,,,,23.9,-25.82,,,,,
41.10509,29.02593,68.0,76.0,,,,,,-70.98,-97.6,,,,,,-10.62,-37.24,,,,,,24.71,-26.61,,,,,
41.10509,29.02593,68.0,76.0,,,,,,-68.87,-97.35,,,,,,-10.62,-38.94,,,,,,26.31,-28.32,,,,,
41.10509,29.02588,68.0,76.0,,,,,,-70.77,-96.52,,,,,,-10.63,-36.45,,,,,,23.83,-25.82,,,,,
41.10508,29.02583,68.0,76.0,,,,,,-71.01,-97.14,,,,,,-10.62,-36.76,,,,,,23.82,-26.13,,,,,
41.10508,29.02578,68.0,76.0,,,,,,-71.11,-95.55,,,,,,-10.63,-35.15,,,,,,22.66,-24.53,,,,,
41.10508,29.02578,68.0,76.0,,,,,,-71.02,-98.49,,,,,,-10.62,-38.02,,,,,,24.58,-27.4,,,,,
41.10507,29.02573,68.0,76.0,,,,,,-72.86,-100.03,,,,,,-10.63,-37.79,,,,,,23.57,-27.17,,,,,
41.10507,29.02573,68.0,3.0,76.0,,,,,-70.7,-102.0,-100.47,,,,,-10.63,,,,,,,25.08,-31.31,-29.77,,,,
41.10506,29.02568,68.0,76.0,,,,,,-69.67,-100.7,,,,,,-10.62,,,,,,,26.55,-30.76,,,,,
41.10506,29.02568,68.0,76.0,,,,,,-70.98,-97.57,,,,,,-10.63,-36.95,,,,,,23.33,-26.32,,,,,
41.10505,29.02562,68.0,76.0,,,,,,-71.83,-97.53,,,,,,-10.63,-35.76,,,,,,23.21,-25.13,,,,,
41.10504,29.02556,68.0,76.0,,,,,,-69.69,-98.93,,,,,,-10.62,-38.29,,,,,,26.18,-27.67,,,,,
41.10503,29.0255,68.0,76.0,,,,,,-72.16,-101.2,,,,,,-10.62,-38.9,,,,,,24.21,-28.29,,,,,
41.10503,29.0255,68.0,76.0,,,,,,-74.93,-100.69,,,,,,-10.65,-36.42,,,,,,20.3,-25.79,,,,,
41.10502,29.02544,68.0,76.0,13.0,3.0,,,,-75.8,-97.57,-105.39,-106.35,,,,-10.67,-32.43,,,,,,18.96,-21.79,-29.64,-30.6,,,
41.10502,29.02544,68.0,76.0,,,,,,-75.31,-100.95,,,,,,-10.65,-35.85,,,,,,20.11,-25.22,,,,,
41.10501,29.02538,68.0,76.0,,,,,,-76.25,-101.29,,,,,,-10.65,-34.29,,,,,,19.7,-23.67,,,,,
41.10501,29.02538,68.0,76.0,,,,,,-74.43,-101.72,,,,,,-10.64,-37.69,,,,,,21.15,-27.06,,,,,
41.105,29.02532,68.0,76.0,,,,,,-74.91,-101.53,,,,,,-10.65,-36.79,,,,,,19.94,-26.16,,,,,
41.10499,29.02526,68.0,,,,,,,-72.78,,,,,,,-10.63,,,,,,,22.26,,,,,,
41.10499,29.0252,68.0,3.0,13.0,76.0,,,,-75.97,-100.4,-105.25,-105.87,,,,-10.65,-35.09,-39.93,,,,,20.22,-24.46,-29.31,-29.93,,,
41.10499,29.0252,68.0,3.0,76.0,13.0,,,,-74.77,-97.73,-102.44,-102.76,,,,-10.65,-33.47,-38.19,-38.51,,,,19.68,-22.83,-27.56,-27.88,,,
41.10499,29.0252,68.0,76.0,,,,,,-74.16,-102.21,,,,,,-10.64,-38.61,,,,,,20.95,-27.98,,,,,
41.10498,29.02514,68.0,3.0,13.0,76.0,,,,-75.2,-98.42,-101.52,-102.63,,,,-10.65,-34.06,-37.39,-38.45,,,,19.72,-23.42,-26.76,-27.83,,,
41.10497,29.02508,68.0,3.0,76.0,13.0,,,,-75.52,-95.12,-100.93,-101.95,,,,-10.69,-30.29,-36.1,-37.11,,,,17.28,-19.63,-25.47,-26.49,,,
41.10497,29.02508,68.0,3.0,13.0,76.0,,,,-74.56,-94.85,-100.86,-101.47,,,,-10.67,-30.97,-37.01,-37.19,,,,18.02,-20.3,-26.39,-26.56,,,
41.10496,29.02502,68.0,3.0,13.0,76.0,,,,-74.79,-98.13,-102.98,-104.09,,,,-10.65,-33.97,-38.61,-39.32,,,,20.3,-23.34,-27.99,-28.7,,,
41.10495,29.02496,68.0,3.0,13.0,76.0,,,,-76.23,-98.88,-99.57,-101.92,,,,-10.67,-33.32,-33.82,-36.33,,,,18.32,-22.68,-23.19,-25.7,,,
41.10494,29.02491,68.0,3.0,13.0,76.0,,,,-76.79,-97.46,-98.22,-104.59,,,,-10.69,-31.13,-31.93,-38.19,,,,17.05,-20.48,-21.28,-27.56,,,
41.10494,29.02491,68.0,13.0,3.0,76.0,,,,-79.06,-97.8,-98.53,-101.51,,,,-10.75,-29.5,-30.23,-33.21,,,,14.58,-18.82,-19.55,-22.57,,,
41.10493,29.02485,68.0,3.0,13.0,76.0,,,,-77.95,-96.9,-97.58,-105.01,,,,-10.73,-29.68,-30.35,-37.76,,,,15.36,-19.01,-19.69,-27.13,,,
41.10492,29.0248,68.0,3.0,13.0,76.0,,,,-79.31,-96.92,-97.48,-106.86,,,,-10.78,-28.38,-28.94,-38.6,,,,14.01,-17.69,-18.26,-27.98,,,
41.10492,29.0248,68.0,13.0,3.0,,,,,-80.37,-96.24,-96.91,,,,,-10.82,-26.69,-27.36,,,,,13.01,-15.97,-16.64,,,,
41.10492,29.0248,246.0,,,,,,,-114.03,,,,,,,-15.09,,,,,,,-2.31,,,,,,
41.10492,29.0248,68.0,3.0,13.0,76.0,,,,-78.51,-100.05,-100.5,-107.32,,,,-10.69,-32.25,-32.36,-39.58,,,,17.07,-21.6,-21.72,-28.96,,,
41.10491,29.02474,68.0,3.0,13.0,76.0,,,,-77.78,-95.88,-100.08,-107.48,,,,-10.71,-28.82,-33.02,,,,,16.0,-18.14,-22.38,-29.55,,,
41.1049,29.0247,68.0,3.0,13.0,76.0,,,,-79.13,-90.51,-101.11,-108.41,,,,-10.96,-22.34,-33.24,,,,,10.71,-11.42,-22.59,-30.04,,,
